PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,fluc-Phenotype,fluc-Potency,fluc-Efficacy,fluc-Analysis Comment,fluc-Activity_Score,fluc-Curve_Description,fluc-Fit_LogAC50,fluc-Fit_HillSlope,fluc-Fit_R2,fluc-Fit_InfiniteActivity,fluc-Fit_ZeroActivity,fluc-Fit_CurveClass,fluc-Excluded_Points,fluc-Max_Response,fluc-Activity at 0.0009730000 uM,fluc-Activity at 0.00292 uM,fluc-Activity at 0.00876 uM,fluc-Activity at 0.026 uM,fluc-Activity at 0.079 uM,fluc-Activity at 0.237 uM,fluc-Activity at 0.710 uM,fluc-Activity at 2.130 uM,fluc-Activity at 6.390 uM,fluc-Activity at 19.20 uM,fluc-Activity at 57.50 uM,nluc-Phenotype,nluc-Potency,nluc-Efficacy,nluc-Analysis Comment,nluc-Activity_Score,nluc-Curve_Description,nluc-Fit_LogAC50,nluc-Fit_HillSlope,nluc-Fit_R2,nluc-Fit_InfiniteActivity,nluc-Fit_ZeroActivity,nluc-Fit_CurveClass,nluc-Excluded_Points,nluc-Max_Response,nluc-Activity at 0.0009730000 uM,nluc-Activity at 0.00292 uM,nluc-Activity at 0.00876 uM,nluc-Activity at 0.026 uM,nluc-Activity at 0.079 uM,nluc-Activity at 0.237 uM,nluc-Activity at 0.710 uM,nluc-Activity at 2.130 uM,nluc-Activity at 6.390 uM,nluc-Activity at 19.20 uM,nluc-Activity at 57.50 uM
26,24393125,16015397,Active,78,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118546-01/229331123,,Inhibitor,7.26865,-85.5568,78,Inhibitor,7.6866,64.2413,,62,Complete curve; partial efficacy,-5.1143,2.7202,0.931,-69.7958,-5.5545,-1.2,0 0 0 0 0 0 0 0 0 0 0,-65.363,0,-14.5928,-9.0837,2.2153,-17.943,0,-6.4358,-0.5589,-31.7468,-68.3294,-65.363,Inhibitor,6.8507,103.638,,84,Complete curve; high efficacy,-5.1643,2.7202,0.9525,-110.098,-6.4603,-1.1,0 0 0 0 0 0 0 0 0 0 0,-105.751,0,8.2354,-5.3402,-23.9522,-6.5216,-8.4446,-18.9076,-2.4104,-52.4323,-109.224,-105.751
27,24267358,6004989,Active,77,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00104013-01/229331019,,Inhibitor,7.7376,-102.975,77,Inhibitor,6.8507,99.3559,,83,Complete curve; high efficacy,-5.1643,2.7202,0.8991,-88.7104,10.6455,-1.1,0 0 0 0 0 0 0 0 0 0 0,-83.945,16.888,-9.2418,0,27.8353,-0.0279,8.2329,35.6605,0.5235,-29.7226,-89.5804,-83.945,Inhibitor,8.6245,142.591,,84,Complete curve; high efficacy,-5.0643,1.9673,0.9363,-131.148,11.4428,-1.1,0 0 0 0 0 0 0 0 0 0 0,-122.004,26.3941,-9.4861,24.8849,0,0,0,30.5663,12.1139,-37.7255,-110.612,-122.004
28,24386955,16010435,Active,77,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00112376-01/229331642,,Inhibitor,7.7376,-136.778,77,Inhibitor,8.6245,132.763,,84,Complete curve; high efficacy,-5.0643,1.6266,0.9397,-129.766,2.9963,-1.1,0 0 0 0 0 0 0 0 0 0 0,-120.623,0,0,0,29.1908,0,0,-21.9622,0,-45.7049,-103.626,-120.623,Inhibitor,6.8507,149.904,,85,Complete curve; high efficacy,-5.1643,3.132,0.9693,-152.322,-2.4175,-1.1,0 0 0 0 0 0 0 0 0 0 0,-152.933,0,1.2354,-2.9324,-0.0758,0.7251,2.5405,-31.9876,8.2327,-69.4587,-146.935,-152.933
29,24412745,16032940,Active,77,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00137362-01/229331293,,Inhibitor,7.5593,-46.393,77,Inhibitor,9.6769,51.5103,,21,Complete curve; partial efficacy,-5.0143,1.8851,0.9522,-51.8339,-0.3236,-1.2,0 0 0 0 0 0 0 0 0 0 0,-47.2226,-2.2652,0,0,6.013,-9.3684,-0.4194,-0.3717,0,-15.0795,-44.9862,-47.2226,Inhibitor,5.4417,47.1409,,22,Complete curve; partial efficacy,-5.2643,4.4495,0.8344,-51.8424,-4.7015,-1.2,0 0 0 0 0 0 0 0 0 0 0,-45.5634,-7.8192,0,0,8.8357,-19.1487,-9.094,-16.709,4.0563,-36.1614,-58.1788,-45.5634
30,24270078,15989612,Active,76,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00106733-01/229331600,,Inhibitor,7.8913,-119.553,76,Inhibitor,9.6769,114.375,,83,Complete curve; high efficacy,-5.0143,1.8851,0.9379,-114.375,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-105.902,16.2437,0,-18.1927,-4.5824,-10.4046,-3.5933,13.094,0,-38.6028,-87.9665,-105.902,Inhibitor,6.1057,120.627,,84,Complete curve; high efficacy,-5.2143,3.9295,0.9398,-119.085,1.5419,-1.1,0 0 0 0 0 0 0 0 0 0 0,-133.204,18.8394,0,-13.7954,-13.0462,0,0,0,20.9851,-64.297,-104.487,-133.204
31,24385765,16009357,Active,75,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00111186-01/229331618,,Inhibitor,8.15555,-42.1729,75,Inhibitor,7.6866,48.1983,,21,Partial curve; partial efficacy,-5.1143,1.111,0.9205,-43.6983,4.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-41.3432,0,0,-0.3928,12.7919,8.4403,1.4092,6.933,-7.8969,-17.8399,-27.203,-41.3432,Inhibitor,8.6245,56.6724,,22,Partial curve; partial efficacy,-5.0643,0.5,0.8124,-54.1833,2.489,-2.2,0 0 0 0 0 0 0 0 0 0 0,-43.0026,7.2167,0,4.6191,-4.2806,0,-22.885,-1.0487,-11.9211,-21.9541,-30.5601,-43.0026
32,24389683,16012925,Active,75,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00115104-01/229331230,,Inhibitor,8.15555,-153.914,75,Inhibitor,8.6245,133.006,,84,Complete curve; high efficacy,-5.0643,1.8851,0.8413,-127.912,5.0937,-1.1,0 0 0 0 0 0 0 0 0 0 0,-116.087,-14.743,2.7263,-20.3979,25.048,51.1689,0.7642,-8.8553,-14.3027,-29.9572,-118.62,-116.087,Inhibitor,7.6866,228.745,,86,Complete curve; high efficacy,-5.1143,1.9673,0.8974,-205.88,22.8648,-1.1,0 0 0 0 0 0 0 0 0 0 0,-191.741,6.7463,8.7453,-23.5264,52.1792,77.2561,43.2935,-1.3671,-8.5424,-54.3866,-191.029,-191.741
33,24398558,2135466,Active,74,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108724-01/229331331,,Inhibitor,8.48165,-114.83,74,Inhibitor,6.1057,76.3296,,83,Complete curve; high efficacy,-5.2143,3.9295,0.862,-85.189,-8.8594,-1.1,0 0 0 0 0 0 0 0 0 0 0,-83.0348,0.0622,0,-28.6084,-30.7876,-7.3486,-17.5463,6.4884,4.7051,-50.7415,-87.1053,-83.0348,Inhibitor,10.8576,153.399,,44,Partial curve; high efficacy,-4.9643,1.8851,0.906,-158.354,-4.9551,-2.1,0 0 0 0 0 0 0 0 0 0 0,-146.625,-9.2372,0,-26.808,-32.8606,0,6.1128,2.84,18.5472,-56.7221,-112.178,-146.625
34,24415760,16034293,Active,74,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00140377-01/229331606,,Inhibitor,8.68175,-66.2444,74,Inhibitor,7.6866,70.5327,,22,Complete curve; partial efficacy,-5.1143,1.2475,0.9455,-56.5531,13.9796,-1.2,0 0 0 0 0 0 0 0 0 0 0,-50.2441,5.7957,24.5518,19.7251,8.6669,6.1656,16.2102,11.5588,0,-14.4445,-41.4797,-50.2441,Inhibitor,9.6769,90.4169,,82,Complete curve; high efficacy,-5.0143,1.8265,0.934,-88.3476,2.0692,-1.1,0 0 0 0 0 0 0 0 0 0 0,-82.2447,7.8799,21.2155,-11.8448,0,2.1662,-6.1939,0,0,-29.9723,-68.8247,-82.2447
35,24267268,4228785,Active,73,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103923-01/229331557,,Inhibitor,8.85415,-140.69,73,Inhibitor,6.8507,121.979,,84,Complete curve; high efficacy,-5.1643,1.3987,0.8572,-106.635,15.3439,-1.1,0 0 0 0 0 0 0 0 0 0 0,-101.649,-2.799,44.4827,0,28.3479,23.4397,-20.103,27.4056,-5.5638,-44.2249,-81.7931,-101.649,Inhibitor,10.8576,230.859,,45,Partial curve; high efficacy,-4.9643,1.21,0.8923,-205.554,25.3051,-2.1,0 0 0 0 0 0 0 0 0 0 0,-179.73,-0.9378,73.3212,8.3069,51.4234,0,-5.7322,46.6493,-5.8065,-55.9329,-127.26,-179.73
36,24269830,15989424,Active,73,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00106485-01/229331263,,Inhibitor,8.85415,-131.533,73,Inhibitor,6.8507,135.626,,84,Complete curve; high efficacy,-5.1643,2.7868,0.8814,-119.532,16.0933,-1.1,0 0 0 0 0 0 0 0 0 0 0,-120.08,-16.3448,2.7003,16.1322,49.3236,48.6204,0,6.4663,19.2241,-50.5522,-108.891,-120.08,Inhibitor,10.8576,159.506,,44,Partial curve; high efficacy,-4.9643,1.3443,0.9269,-155.283,4.2226,-2.1,0 0 0 0 0 0 0 0 0 0 0,-142.987,-10.5794,-13.8788,8.1417,25.9179,0,10.5022,-3.7605,8.9448,-65.0628,-91.7807,-142.987
37,24267272,4231518,Active,72,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103927-01/229331548,,Inhibitor,9.1441,-116.354,72,Inhibitor,6.1057,89.1804,,83,Complete curve; high efficacy,-5.2143,2.1876,0.9565,-81.2568,7.9237,-1.1,0 0 0 0 0 0 0 0 0 0 0,-80.9201,-0.1042,0,11.6411,24.7286,7.4322,-2.3026,11.6868,-0.824,-38.296,-73.9419,-80.9201,Inhibitor,12.1825,171.827,,43,Partial curve; high efficacy,-4.9143,1.8617,0.9461,-158.694,13.1333,-2.1,0 0 0 0 0 0 0 0 0 0 0,-151.789,5.4761,0,32.4327,5.7257,0,0,35.8296,22.4848,-32.4119,-103.106,-151.789
38,24267372,5080788,Active,72,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00104027-01/229331550,,Inhibitor,9.2721,-150.641,72,Inhibitor,7.6866,135.878,,44,Partial curve; high efficacy,-5.1143,1.111,0.9226,-129.187,6.6913,-2.1,0 0 0 0 0 0 0 0 0 0 0,-120.047,0,28.6491,8.7443,0,11.1985,0,-28.4113,-0.8621,-56.8851,-88.9224,-120.047,Inhibitor,10.8576,207.512,,85,Complete curve; high efficacy,-4.9643,2.2526,0.9451,-196.435,11.077,-1.1,0 0 0 0 0 0 0 0 0 0 0,-181.235,0,32.5307,0,12.9809,15.4599,4.7204,-19.585,40.3055,-36.6114,-155.97,-181.235
39,24272985,3324544,Active,72,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00099287-01/229331623,,Inhibitor,9.2721,-80.2803,72,Inhibitor,7.6866,80.9892,,83,Complete curve; high efficacy,-5.1143,1.8851,0.8861,-88.813,-7.8238,-1.1,0 0 0 0 0 0 0 0 0 0 0,-76.3991,-1.7995,-13.0391,-12.8738,0.2682,4.5532,-15.3481,-24.6157,-10.0768,-31.0938,-93.6845,-76.3991,Inhibitor,10.8576,95.6557,,82,Complete curve; high efficacy,-4.9643,1.8265,0.85,-90.9107,4.745,-1.1,0 0 0 0 0 0 0 0 0 0 0,-84.1615,0.0425,0.9451,-7.7057,18.2438,34.4637,5.0363,-20.0379,0,-17.8894,-69.9919,-84.1615
40,24389651,16012894,Active,72,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00115072-01/229330974,,Inhibitor,9.2721,-137.948,72,Inhibitor,7.6866,96.3217,,83,Complete curve; high efficacy,-5.1143,1.8265,0.874,-106.946,-10.6244,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.137,6.1076,0,-39.9558,-8.7521,-22.9857,-7.8898,-1.3707,-30.7025,-45.4907,-98.6342,-100.137,Inhibitor,10.8576,183.597,,84,Complete curve; high efficacy,-4.9643,1.8851,0.9809,-189.819,-6.2223,-1.1,0 0 0 0 0 0 0 0 0 0 0,-175.759,-6.941,0,-16.5041,-18.8299,2.0214,1.5085,-4.7966,-20.0463,-44.0314,-153.975,-175.759
41,24267360,15987709,Active,70,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00104015-01/229331636,,Inhibitor,9.6769,-138.85,70,Inhibitor,9.6769,116.507,,83,Complete curve; high efficacy,-5.0143,1.8851,0.8214,-120.046,-3.5384,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.4428,-2.7101,29.7039,-34.26,-5.1167,0.8806,-25.3794,-3.1026,1.3485,-28.2248,-111.833,-99.4428,Inhibitor,9.6769,174.854,,85,Complete curve; high efficacy,-5.0143,4.095,0.9847,-178.614,-3.76,-1.1,0 0 0 0 0 0 0 0 0 0 0,-178.257,-9.1608,0,-17.4912,-11.1322,4.7331,-8.5587,7.6898,9.7423,-33.9182,-167.464,-178.257
42,24268523,15988350,Active,70,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00105178-01/229331480,,Inhibitor,9.93455,-83.6579,70,Inhibitor,12.1825,92.9136,,42,Partial curve; partial efficacy,-4.9143,1.3723,0.9484,-90.3238,2.5899,-2.2,0 0 0 0 0 0 0 0 0 0 0,-79.412,2.7921,4.2611,-1.249,-0.0018,-3.6231,14.6895,5.5104,-17.3458,-17.1992,-61.0707,-79.412,Inhibitor,7.6866,97.5463,,83,Complete curve; high efficacy,-5.1143,1.2475,0.9074,-94.9361,2.6102,-1.1,0 0 0 0 0 0 0 0 0 0 0,-87.9038,6.939,0.4334,5.4278,-11.5871,-2.4538,9.769,16.5024,-33.6747,-32.7044,-75.0322,-87.9038
43,24270898,15990266,Active,70,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00107553-01/229331020,,Inhibitor,9.93455,-103.411,70,Inhibitor,7.6866,85.3676,,62,Complete curve; partial efficacy,-5.1143,2.7202,0.8824,-77.8676,7.5,-1.2,0 0 0 0 0 1 0 0 0 0 0,-74.1867,20.9092,4.8054,-23.1256,10.011,23.3983,-24.702,8.6775,6.1532,-24.1407,-75.6431,-74.1867,Inhibitor,12.1825,162.722,,43,Partial curve; high efficacy,-4.9143,1.9673,0.9282,-144.029,18.6933,-2.1,0 0 0 0 0 0 0 0 0 0 0,-132.635,18.0062,0,7.3617,29.8576,39.8819,2.2365,45.3969,0,-13.6435,-102.717,-132.635
44,24383958,16007779,Active,70,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00109379-01/229331189,,Inhibitor,9.74105,-49.4385,70,Inhibitor,10.8576,63.1687,,21,Complete curve; partial efficacy,-4.9643,1.8265,0.912,-52.8687,10.2999,-1.2,0 0 0 0 0 0 0 0 0 0 0,-49.8074,9.6045,0,7.4506,9.9615,26.1909,8.3327,12.9667,0,-4.0418,-37.3518,-49.8074,Inhibitor,8.6245,58.5223,,21,Complete curve; partial efficacy,-5.0643,4.095,0.8433,-48.0223,10.5,-1.2,0 0 0 0 0 0 0 0 0 0 0,-49.0697,0,0,4.2192,16.9932,14.6712,0,33.7034,14.1604,-3.3696,-45.0056,-49.0697
45,24384092,16007912,Active,69,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00109513-01/229331091,,Inhibitor,10.2673,-149.308,69,Inhibitor,10.8576,124.394,,83,Complete curve; high efficacy,-4.9643,2.2526,0.9402,-124.394,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-115.504,0.1807,-14.6424,-11.0621,-2.6378,26.5985,-6.2105,3.5975,-1.9111,-24.5976,-99.9701,-115.504,Inhibitor,9.6769,176.716,,85,Complete curve; high efficacy,-5.0143,4.5045,0.9545,-183.478,-6.7627,-1.1,0 0 0 0 0 0 0 0 0 0 0,-183.112,0,-47.0383,3.3054,1.0995,1.4465,-10.2576,-14.7669,10.1068,-32.7949,-175.656,-183.112
46,24392086,16014495,Active,69,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00117507-01/229331570,,Inhibitor,10.2673,-146.136,69,Inhibitor,9.6769,128.419,,43,Partial curve; high efficacy,-5.0143,1.331,0.9373,-129.084,-0.6646,-2.1,0 0 0 0 0 0 0 0 0 0 0,-119.522,1.0129,-23.8615,-1.6004,13.3923,4.3971,0,-12.9418,-1.4209,-55.6887,-85.8076,-119.522,Inhibitor,10.8576,181.474,,44,Partial curve; high efficacy,-4.9643,1.4787,0.9432,-187.607,-6.1332,-2.1,0 0 0 0 0 0 0 0 0 0 0,-172.75,-0.4552,-37.7558,-14.591,0,0,0.6141,-3.7884,2.4842,-79.7461,-129.007,-172.75
47,24400159,16021786,Active,69,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124776-01/229331260,,Inhibitor,10.2673,-129.685,69,Inhibitor,9.6769,116.245,,83,Complete curve; high efficacy,-5.0143,1.9673,0.9494,-112.514,3.7311,-1.1,0 0 0 0 0 0 0 0 0 0 0,-103.607,1.8393,0,11.0877,0,-6.1911,4.4427,-7.4156,20.763,-33.4563,-88.0806,-103.607,Inhibitor,10.8576,173.594,,84,Complete curve; high efficacy,-4.9643,2.2526,0.9698,-168.224,5.37,-1.1,0 0 0 0 0 0 0 0 0 0 0,-155.763,4.0097,5.4166,14.7045,0,-10.8321,11.1319,-4.1167,23.2376,-42.6131,-132.33,-155.763
48,24385480,16009147,Active,68,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00110901-01/229331132,,Inhibitor,10.4035,-138.775,68,Inhibitor,8.6245,107.822,,83,Complete curve; high efficacy,-5.0643,4.9549,0.966,-107.822,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-105.09,-14.9814,1.0917,0.7987,3.0151,12.0623,-1.3125,10.4723,-10.7736,-18.8257,-104.189,-105.09,Inhibitor,12.1825,203.847,,44,Partial curve; high efficacy,-4.9143,1.8851,0.9703,-186.246,17.6005,-2.1,1 0 0 0 0 0 0 0 0 0 0,-172.461,-23.4459,-2.521,11.2367,14.6027,28.5864,34.6042,25.0409,-6.5469,-19.5844,-130.915,-172.461
49,24389661,16012903,Active,68,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00115082-01/229331390,,Inhibitor,10.4035,-141.078,68,Inhibitor,8.6245,108.019,,83,Complete curve; high efficacy,-5.0643,2.3332,0.9648,-105.639,2.3797,-1.1,0 0 0 0 0 0 0 0 0 0 0,-94.8267,0,-2.1722,14.183,-4.9197,2.3178,2.5025,8.1762,-6.3063,-27.0853,-104.801,-94.8267,Inhibitor,12.1825,202.601,,84,Complete curve; high efficacy,-4.9143,1.9673,0.9849,-204.563,-1.9617,-1.1,0 0 0 0 0 0 0 0 0 0 0,-187.329,0,1.8442,0,-9.1042,8.8427,0,-5.2253,-21.8162,-36.0261,-158.205,-187.329
50,24267274,4231519,Active,67,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103929-01/229331153,,Inhibitor,10.8576,-144.098,67,Inhibitor,10.8576,114.848,,43,Partial curve; high efficacy,-4.9643,1.6604,0.9579,-115.454,-0.6054,-2.1,0 0 0 0 0 0 0 0 0 0 0,-106.901,14.1734,0.3797,-8.579,7.1211,-16.166,0,3.5469,-12.8007,-32.1366,-85.6511,-106.901,Inhibitor,10.8576,190.866,,84,Complete curve; high efficacy,-4.9643,2.2526,0.9951,-186.008,4.8582,-1.1,1 0 0 0 0 0 0 0 0 0 0,-181.294,23.5383,0,0,0,7.7971,13.0345,0.2878,6.8692,-41.3751,-143.836,-181.294
51,24410978,5207607,Active,67,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00135595-01/229330992,,Inhibitor,10.8576,-133.78,67,Inhibitor,10.8576,114.399,,43,Partial curve; high efficacy,-4.9643,1.8851,0.9777,-112.634,1.7643,-2.1,0 0 0 0 0 0 0 0 0 0 0,-103.715,-8.0646,2.0647,0,0.9369,5.2292,-1.9595,13.9056,0,-33.7249,-84.3663,-103.715,Inhibitor,10.8576,180.701,,44,Partial curve; high efficacy,-4.9643,1.6604,0.9652,-176.953,3.7482,-2.1,0 0 0 0 0 0 0 0 0 0 0,-163.845,-18.8655,7.2716,0,2.3773,2.3735,9.7309,23.5647,0,-62.262,-122.647,-163.845
52,24269573,15989181,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00106228-01/229330982,,Inhibitor,10.9297,-102.923,66,Inhibitor,9.6769,88.1896,,82,Complete curve; high efficacy,-5.0143,4.9549,0.8883,-96.1394,-7.9498,-1.1,0 0 0 0 0 0 0 0 0 0 0,-92.8545,8.1726,9.4713,-29.7552,-12.5354,-16.1985,-23.0917,2.1304,-1.8669,-17.6361,-96.5255,-92.8545,Inhibitor,12.1825,114.573,,82,Complete curve; high efficacy,-4.9143,4.9549,0.9118,-114.573,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-112.991,15.8908,11.4414,2.0601,-33.7957,7.8105,-10.2677,-3.2966,0,8.2053,-105.454,-112.991
53,24385085,16008807,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00110506-01/229331430,,Inhibitor,10.9297,-77.3286,66,Inhibitor,9.6769,92.9003,,22,Partial curve; partial efficacy,-5.0143,0.6,0.8166,-82.3227,10.5776,-2.2,0 0 0 0 0 0 0 0 0 0 0,-60.9729,11.3837,0,30.5794,11.178,-4.8251,-3.3271,-19.9881,-10.1798,-12.1998,-54.9293,-60.9729,Inhibitor,12.1825,103.968,,82,Complete curve; high efficacy,-4.9143,1.1,0.8307,-112.421,-8.4537,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.6843,0,5.8524,0,-1.0483,-24.1671,-32.8326,-27.4488,-13.8241,-25.7631,-88.1152,-93.6843
54,24389480,16012764,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00114901-01/229331466,,Inhibitor,10.9297,-149.568,66,Inhibitor,12.1825,138.396,,43,Partial curve; high efficacy,-4.9143,1.7885,0.9544,-128.266,10.1305,-2.1,0 0 0 0 0 0 0 0 0 0 0,-118.345,5.0933,-11.1601,21.3,13.3057,9.3377,26.3761,0.817,9.56,-24.2237,-87.2101,-118.345,Inhibitor,9.6769,206.009,,85,Complete curve; high efficacy,-5.0143,1.8851,0.956,-195.069,10.94,-1.1,0 0 0 0 0 0 0 0 0 0 0,-180.791,4.5648,-20.6445,13.2246,9.7204,27.7083,1.0539,38.0088,0,-51.7918,-150.135,-180.791
55,24393289,16015555,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118710-01/229331342,,Inhibitor,10.9297,-94.1174,66,Inhibitor,9.6769,71.0223,,62,Complete curve; partial efficacy,-5.0143,4.5045,0.9821,-68.5585,2.4638,-1.2,0 0 0 0 0 0 0 0 0 0 0,-68.7988,-2.2946,0,4.8041,4.2905,6.1063,-5.2181,6.0996,6.5631,-7.9321,-65.4088,-68.7988,Inhibitor,12.1825,142.504,,83,Complete curve; high efficacy,-4.9143,2.3332,0.9465,-124.493,18.0119,-1.1,0 0 0 0 0 0 0 0 0 0 0,-119.436,3.7644,0,9.9983,21.5553,24.6307,20.9116,44.3084,16.2927,-10.9514,-88.9968,-119.436
56,24398556,16020262,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108722-01/229331485,,Inhibitor,11.0938,-107.499,66,Inhibitor,6.8507,81.8587,,63,Complete curve; partial efficacy,-5.1643,2.7202,0.9668,-78.2954,3.5633,-1.2,0 0 0 0 0 0 0 0 0 0 0,-73.2128,9.5227,0,9.2355,3.4384,7.963,-8.1967,9.0562,-5.4327,-32.4096,-79.2112,-73.2128,Inhibitor,15.3368,148.642,,43,Partial curve; high efficacy,-4.8143,1.1,0.9822,-170.994,-22.3521,-2.1,0 0 0 0 0 0 0 0 0 0 0,-141.786,-33.4055,-21.5684,-21.6534,-19.1234,-11.5736,-23.1041,-31.1162,-39.8502,-58.9972,-108.14,-141.786
57,24398634,16020335,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108800-01/229331474,,Inhibitor,11.0938,-88.4772,66,Inhibitor,6.8507,56.9327,,22,Complete curve; partial efficacy,-5.1643,3.9295,0.7995,-59.9944,-3.0616,-1.2,0 0 0 0 0 0 0 0 0 0 0,-56.6753,-9.3816,-6.1305,14.0858,3.7654,-11.7726,-28.1183,3.0342,8.3314,-28.8043,-61.5307,-56.6753,Inhibitor,15.3368,135.655,,42,Partial curve; high efficacy,-4.8143,1.21,0.9276,-141.448,-5.7935,-2.1,0 0 0 0 0 0 0 0 0 0 0,-120.279,-25.2547,8.4653,0,0,-8.9783,-13.6941,-17.4183,-0.3816,-49.3828,-79.0496,-120.279
58,24400895,16022509,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125512-01/229331085,,Inhibitor,10.9297,-133.023,66,Inhibitor,9.6769,107.306,,83,Complete curve; high efficacy,-5.0143,2.2526,0.9159,-106.134,1.1719,-1.1,1 0 0 0 0 0 0 0 0 0 0,-97.7295,21.3354,1.3303,-23.5702,19.4558,6.3872,-9.9788,11.7319,0,-25.6222,-95.9065,-97.7295,Inhibitor,12.1825,178.984,,84,Complete curve; high efficacy,-4.9143,2.2526,0.9618,-181.781,-2.7971,-1.1,1 0 0 0 0 0 0 0 0 0 0,-168.316,21.4157,0,-25.4188,3.6594,0,-13.689,1.6766,18.1587,-42.1779,-138.291,-168.316
59,24412649,16032872,Active,66,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00137266-01/229331086,,Inhibitor,10.9297,-120.107,66,Inhibitor,9.6769,73.5894,,62,Complete curve; partial efficacy,-5.0143,4.9549,0.9392,-71.8528,1.7365,-1.2,0 0 0 0 0 0 0 0 0 0 0,-72.3774,0,-4.5373,-0.2503,-0.9502,15.2574,4.6536,-12.8922,10.6373,-6.4807,-68.677,-72.3774,Inhibitor,12.1825,190.115,,84,Complete curve; high efficacy,-4.9143,2.2526,0.9789,-182.27,7.8451,-1.1,1 0 0 0 0 0 0 0 0 0 0,-167.836,52.4042,-0.7055,2.6703,7.0673,0,28.2905,0.1983,14.9085,-26.1833,-138.05,-167.836
